time,stateRun,private,price,windSpeed,sunshineHour,temperature,special
2021-12-20-13,189.9,14,595,4.4,0.9,21,0
2021-12-20-14,80,14,595,4.6,0.9,20.3,0
2021-12-20-15,80,14,595,5.1,0,19.9,0
2021-12-20-16,80,14,595,2.9,0,19,0
2021-12-20-17,80,14,595,3.1,0,18.8,0
2021-12-20-18,80,14,595,2,0,18.5,0
2021-12-20-19,80,14,595,1.5,0,18.1,0
2021-12-20-20,80,14,595,2.3,0,18.5,0
2021-12-20-21,80,14,595,2.8,0,17.4,0
2021-12-20-22,80,14,595,1.9,0,17.8,0
2021-12-20-23,80,14,595,1.7,0,17.8,0
2021-12-21-00,80,14,595,2,0,17.9,0
2021-12-21-01,80,14,595,1.4,0,17.3,0
2021-12-21-02,80,14,595,2.5,0,17.6,0
2021-12-21-03,80,14,598,0,0,17.3,0
2021-12-21-04,83,14,595,1.2,0,17.4,0
2021-12-21-05,80,14,598,0,0,17.2,0
2021-12-21-06,281,14,598,0,0,16.9,0
2021-12-21-07,421.1,14,598,0.8,0,17.7,0
2021-12-21-08,80,14,595,1,0,18,0
2021-12-21-09,80,14,595,1.9,0,18.7,0
2021-12-21-10,80,14,595,2.1,0.3,18.9,0
2021-12-21-11,92.6,14,595,2.4,0.8,19.7,0
2021-12-21-12,80,14,595,2.8,1,19.6,0
2021-12-21-13,92.6,14,595,3.8,0.7,19.9,0
2021-12-21-14,92.6,14,595,2.8,0.1,19.6,0
2021-12-21-15,92.6,14,595,3.3,0,18.9,0
2021-12-21-16,80,14,595,3.4,0,17.9,0
2021-12-21-17,80,14,595,3.6,0,17.7,0
2021-12-21-18,80,14,595,3.1,0,17.7,0
2021-12-21-19,80,14,595,3,0,17.6,0
2021-12-21-20,92.6,14,595,2.4,0,17.7,0
2021-12-21-21,92.6,14,595,1.6,0,17.6,0
2021-12-21-22,80,14,595,1.7,0,17.1,0
2021-12-21-23,105,14,595,0.9,0,17.1,0
2021-12-22-00,105,14,591,2.3,0,17.2,0
2021-12-22-01,281,14,596,1.8,0,17.4,0
2021-12-22-02,281,14,596,2.5,0,17.3,0
2021-12-22-03,193,14,591,3.1,0,17.4,0
2021-12-22-04,193,14,595,2.1,0,17.6,0
2021-12-22-05,433.1,14,596,2.2,0,17.5,0
2021-12-22-06,433.1,14,596,2,0,17.5,0
2021-12-22-07,433.1,14,596,3.1,0.2,17.7,0
2021-12-22-08,119.3,14,591,2.8,1,18.3,0
2021-12-22-09,91.6,14,591,4.5,1,18.8,0
2021-12-22-10,92.6,14,591,3.7,1,19.5,0
2021-12-22-11,80,14,591,3.7,1,20.3,0
2021-12-22-12,80,14,591,5,1,19.9,0
2021-12-22-13,80,14,591,4,1,20.1,0
2021-12-22-14,92.6,14,591,3,1,20.3,0
2021-12-22-15,92.6,14,591,3.2,1,19.7,0
2021-12-22-16,80,14,591,3.1,0.3,18.8,0
2021-12-22-17,80,14,591,3.6,0,18.3,0
2021-12-22-18,80,14,591,2.4,0,18.1,0
2021-12-22-19,80,14,591,3,0,18,0
2021-12-22-20,92.6,14,591,2.9,0,18,0
2021-12-22-21,92.6,14,591,2.5,0,17.8,0
2021-12-22-22,104.9,14,591,2.3,0,17.7,0
2021-12-22-23,130,14,591,1.7,0,17.6,0
2021-12-23-00,81,14,586,0.7,0,17.7,0
2021-12-23-01,80,14,586,1.7,0,17.6,0
2021-12-23-02,105,14,586,1.5,0,17.7,0
2021-12-23-03,105,14,586,0.8,0,17.8,0
2021-12-23-04,105,14,586,1.9,0,17.9,0
2021-12-23-05,105,14,586,1.4,0,17.7,0
2021-12-23-06,80,14,586,1.6,0,17.8,0
2021-12-23-07,80,14,586,1.3,0,18.4,0
2021-12-23-08,80,14,586,2.5,0.8,19.3,0
2021-12-23-09,80,9,575,2.6,1,20.2,0
2021-12-23-10,80,9,575,3.2,1,21.9,0
2021-12-23-11,80,9,575,3.1,1,22.7,0
2021-12-23-12,80,9,575,4.1,1,22.4,0
2021-12-23-13,84.3,9,455,4,1,22.5,0
2021-12-23-14,84.3,9,455,4.9,1,22.6,0
2021-12-23-15,97.6,9,575,4.9,0.6,21.9,0
2021-12-23-16,80,9,455,4.2,0,19.9,0
2021-12-23-17,80,14,586,4.2,0,19.3,0
2021-12-23-18,80,14,586,2.6,0,19.2,0
2021-12-23-19,80,14,586,1,0,19.1,0
2021-12-23-20,80,14,586,2.7,0,18.8,0
2021-12-23-21,119.3,14,586,3.2,0,18.9,0
2021-12-23-22,80,14,586,2.8,0,18.8,0
2021-12-23-23,80,14,586,2.4,0,18.5,0
2021-12-24-00,27,14,581,2.1,0,18.5,1
2021-12-24-01,115,14,581,1.9,0,18.4,1
2021-12-24-02,203.1,14,583,1.7,0,18.4,1
2021-12-24-03,203,14,583,1.3,0,18.4,1
2021-12-24-04,203,14,583,1.1,0,18.5,1
2021-12-24-05,203,14,583,0.6,0,18.4,1
2021-12-24-06,27,14,581,1.4,0,18.3,1
2021-12-24-07,267.1,14,596,0.6,0,19.2,1
2021-12-24-08,2,14,581,3.7,0.6,20.2,1
2021-12-24-09,2,14,581,3.6,1,20.3,1
2021-12-24-10,2,14,581,4.8,1,20.6,1
2021-12-24-11,2,14,581,4.7,1,22.5,1
2021-12-24-12,10.8,14,581,4.9,1,22.6,1
2021-12-24-13,6.7,14,581,4.9,1,22.4,1
2021-12-24-14,6.7,14,581,4.2,1,22,1
2021-12-24-15,6.7,14,581,1.9,0.9,22.3,1
2021-12-24-16,6.7,14,581,3.1,0.3,20.8,1
2021-12-24-17,2,14,581,2.4,0,19.8,1
2021-12-24-18,2,14,581,3.8,0,19.4,1
2021-12-24-19,2,14,581,3.5,0,19.1,1
2021-12-24-20,2,14,581,2.7,0,19.3,1
2021-12-24-21,2,14,581,3,0,18.9,1
2021-12-24-22,2,14,581,3.6,0,19.6,1
2021-12-24-23,2,14,581,3.1,0,19,1
2021-12-25-00,344.1,14,596,4.4,0,18.5,1
2021-12-25-01,207.7,14,583,3,0,18.3,1
2021-12-25-02,207.7,14,583,3,0,18.1,1
2021-12-25-03,207.7,14,583,3.1,0,18,1
2021-12-25-04,207.7,14,583,2.7,0,17.9,1
2021-12-25-05,208.3,14,583,4.1,0,17.9,1
2021-12-25-06,207.7,14,583,2.2,0,17.8,1
2021-12-25-07,264.3,14,583,3.6,0,18.1,1
2021-12-25-08,292.6,14,583,3.8,0,18.5,1
2021-12-25-09,359.4,14,596,4.3,0.2,19.3,1
2021-12-25-10,259.4,14,583,4.5,1,20.3,1
2021-12-25-11,292.6,14,583,3.6,1,21.2,1
2021-12-25-12,346.1,14,596,4,0.9,22,1
2021-12-25-13,281.1,14,583,4.1,0.9,21.4,1
2021-12-25-14,281.1,14,583,5.2,0.9,20.6,1
2021-12-25-15,292.6,14,583,5.3,0.3,19.4,1
2021-12-25-16,152.4,14,576,5,0,18.6,1
2021-12-25-17,80,14,576,3.9,0,17.5,1
2021-12-25-18,80,14,576,4.5,0,16.5,1
2021-12-25-19,94.2,14,576,4.1,0,16.3,1
2021-12-25-20,84.9,14,576,4,0,16.3,1
2021-12-25-21,179.2,14,576,4.6,0,16.1,1
2021-12-25-22,321.1,14,596,3.8,0,16,1
2021-12-25-23,152.4,14,576,4.3,0,15.8,1
2021-12-26-00,279.1,14,596,3.5,0,15.5,0
2021-12-26-01,379.1,14,596,4.2,0,15.4,0
2021-12-26-02,379.1,14,596,4.6,0,15.3,0
2021-12-26-03,379,14,598,4,0,15.3,0
2021-12-26-04,139.1,14,598,5.1,0,15.2,0
2021-12-26-05,379.1,14,598,5.4,0,15.1,0
2021-12-26-06,139,14,598,5.1,0,15,0
2021-12-26-07,458,14,598,3.2,0,15.2,0
2021-12-26-08,458.2,14,596,4,0.8,15.6,0
2021-12-26-09,458.1,14,596,4,0.3,16.2,0
2021-12-26-10,458.1,14,596,3.9,1,17.1,0
2021-12-26-11,458.1,14,596,4.9,1,18.4,0
2021-12-26-12,546.2,14,598,4.3,1,19.1,0
2021-12-26-13,281.1,14,598,5.2,1,18.3,0
2021-12-26-14,433.1,14,598,6.3,1,17.5,0
2021-12-26-15,379.1,14,596,5.2,0.9,16.7,0
2021-12-26-16,231,14,583,4.5,0,15.6,0
2021-12-26-17,80,14,571,4.3,0,14.9,0
2021-12-26-18,80,14,571,3.2,0,14.8,0
2021-12-26-19,80,14,571,3.9,0,14.7,0
2021-12-26-20,80,14,571,3.5,0,14.9,0
2021-12-26-21,80,14,571,3.9,0,14.8,0
2021-12-26-22,80,14,571,3.4,0,14.7,0
2021-12-26-23,102.6,14,571,3.5,0,14.7,0
2021-12-27-00,281.1,14,596,3.6,0,14.4,0
2021-12-27-01,521.1,14,596,4.5,0,13.2,0
2021-12-27-02,281.1,14,598,3.2,0,12.8,0
2021-12-27-03,281,14,598,2.7,0,13,0
2021-12-27-04,281,14,598,3,0,13,0
2021-12-27-05,281.1,14,598,3.7,0,12.6,0
2021-12-27-06,206,14,595,2.1,0,12.5,0
2021-12-27-07,109.9,14,595,4.2,0,13,0
2021-12-27-08,181,14,595,2.3,0.3,13.6,0
2021-12-27-09,351.2,14,596,3.3,1,14.3,0
2021-12-27-10,181,14,595,4.9,1,14.2,0
2021-12-27-11,80,14,595,3.5,1,14.5,0
2021-12-27-12,110.4,14,595,4.2,1,13.9,0
2021-12-27-13,80,14,595,3.9,1,14.7,0
2021-12-27-14,181.1,14,595,3.4,0.7,15.2,0
2021-12-27-15,133,14,595,3.2,0,15.3,0
2021-12-27-16,80,14,595,3,0,14.6,0
2021-12-27-17,80,14,595,3.2,0,14.2,0
2021-12-27-18,80,14,595,3.8,0,14.1,0
2021-12-27-19,80,14,595,2.8,0,13.6,0
2021-12-27-20,80,14,595,3.1,0,13.5,0
2021-12-27-21,80,14,595,2.2,0,13.7,0
2021-12-27-22,80,14,595,2.3,0,13.7,0
2021-12-27-23,80,14,595,3.3,0,13.5,0
2021-12-28-00,105.1,14,595,1.7,0,13.3,0
2021-12-28-01,134.1,14,595,2,0,13.7,0
2021-12-28-02,105.1,14,598,1.9,0,13.5,0
2021-12-28-03,105.1,14,598,1.8,0,12.9,0
2021-12-28-04,105.1,14,598,1.6,0,13.2,0
2021-12-28-05,105.1,14,598,1.5,0,13.7,0
2021-12-28-06,81.1,14,595,2.3,0,13,0
2021-12-28-07,181,14,595,1.4,0.1,14.9,0
2021-12-28-08,181,14,595,0.9,0.9,17.1,0
2021-12-28-09,136.5,14,595,3.2,1,18.8,0
2021-12-28-10,245.2,14,596,4.6,1,19.8,0
2021-12-28-11,105.1,14,595,4.8,1,21.3,0
2021-12-28-12,123,14,595,6,1,21.2,0
2021-12-28-13,105.1,14,595,5,1,22.1,0
2021-12-28-14,105,14,595,5.5,1,21.1,0
2021-12-28-15,80,14,595,5,1,19.7,0
2021-12-28-16,80,14,595,5.6,0.5,17.8,0
2021-12-28-17,80,14,595,2.6,0,17.3,0
2021-12-28-18,80,14,595,2.5,0,16.7,0
2021-12-28-19,80,14,595,2.3,0,16.6,0
2021-12-28-20,80,14,595,0.7,0,15.8,0
2021-12-28-21,80,14,595,0.4,0,15,0
2021-12-28-22,80,14,595,0,0,14.3,0
2021-12-28-23,80,14,595,0,0,13.8,0
2021-12-29-00,105,14,595,0.4,0,14.3,0
2021-12-29-01,271.8,14,596,1,0,14.5,0
2021-12-29-02,271.8,14,598,0.3,0,13.8,0
2021-12-29-03,105,14,598,0,0,13.2,0
2021-12-29-04,171.7,14,598,0.6,0,13.2,0
2021-12-29-05,271.7,14,598,0.8,0,12.8,0
2021-12-29-06,105,14,595,0.9,0,13.7,0
2021-12-29-07,123.3,14,595,1.4,0.5,15.6,0
2021-12-29-08,80,14,595,1.8,1,18.3,0
2021-12-29-09,80,14,595,1.2,1,20.5,0
2021-12-29-10,105,14,595,2.6,1,22.1,0
2021-12-29-11,105,14,595,4.2,1,23.5,0
2021-12-29-12,80.4,14,595,5.8,1,21.5,0
2021-12-29-13,105,14,595,5.3,1,21.5,0
2021-12-29-14,80,14,595,3.6,1,22.1,0
2021-12-29-15,80,14,595,4.7,1,21.1,0
2021-12-29-16,80,14,595,3.6,0.5,19,0
2021-12-29-17,80,14,595,2.3,0,17.8,0
2021-12-29-18,80,14,595,1.2,0,16.5,0
2021-12-29-19,80,14,595,2.8,0,16.8,0
2021-12-29-20,80,14,595,1.8,0,16.5,0
2021-12-29-21,80,14,595,1.3,0,16.1,0
2021-12-29-22,80,14,595,0.6,0,15.4,0
2021-12-29-23,80,14,595,1.2,0,15.7,0
2021-12-30-00,80,14,595,1.5,0,15.6,0
2021-12-30-01,105,14,595,0,0,14.9,0
2021-12-30-02,105,14,595,2,0,15.1,0
2021-12-30-03,105,14,598,2.6,0,15.6,0
2021-12-30-04,45.6,14,595,1.4,0,15.3,0
2021-12-30-05,296.7,14,598,2,0,15.5,0
2021-12-30-06,105,14,595,2.3,0,15.4,0
2021-12-30-07,170,14,595,2.3,0.5,16.1,0
2021-12-30-08,170.8,14,595,3.3,1,17.7,0
2021-12-30-09,182.2,14,595,3.6,1,18.9,0
2021-12-30-10,80.1,14,595,4.6,1,20.1,0
2021-12-30-11,80,14,595,5.2,1,20.6,0
2021-12-30-12,61.9,14,595,5.4,1,21.2,0
2021-12-30-13,83.8,14,598,5.3,1,21.1,0
2021-12-30-14,80,14,595,4.2,1,20.9,0
2021-12-30-15,155.3,14,595,5.4,1,19.8,0
2021-12-30-16,80,14,595,4.9,0.4,18,0
2021-12-30-17,80,14,595,3.8,0,16.6,0
2021-12-30-18,80,14,595,2.6,0,15.6,0
2021-12-30-19,80.1,14,595,3.3,0,15.1,0
2021-12-30-20,131.6,14,595,2.1,0,14.3,0
2021-12-30-21,80.1,14,595,1.5,0,13.5,0
2021-12-30-22,80.1,14,595,2.3,0,13.5,0
2021-12-30-23,80,14,595,2,0,13.3,0
2021-12-31-00,80,14,595,1.2,0,13.1,1
2021-12-31-01,277.4,14,596,1.6,0,13,1
2021-12-31-02,140.1,14,595,0.6,0,12.6,1
2021-12-31-03,139.1,14,598,1,0,12.8,1
2021-12-31-04,139,14,598,0.7,0,12.5,1
2021-12-31-05,279,14,598,0.8,0,13.3,1
2021-12-31-06,231.1,14,596,0.4,0,13,1
2021-12-31-07,269.4,14,596,1.4,0.3,15,1
2021-12-31-08,215.9,14,596,2.4,1,16.6,1
2021-12-31-09,91,14,595,4.1,1,17.8,1
2021-12-31-10,139,14,595,5.1,1,19.1,1
2021-12-31-11,139,14,598,5,1,20.4,1
2021-12-31-12,281.1,14,598,6.1,1,20.4,1
2021-12-31-13,193,14,598,6.6,1,20.1,1
2021-12-31-14,139.1,14,595,5.7,1,19.5,1
2021-12-31-15,227.7,14,595,5.9,1,18.4,1
2021-12-31-16,92.7,14,595,4.6,0.5,17.2,1
2021-12-31-17,80,14,595,3.4,0,16.6,1
2021-12-31-18,80,14,595,1.4,0,15.4,1
2021-12-31-19,80,14,595,2.8,0,15.1,1
2021-12-31-20,91.3,14,595,2.5,0,15,1
2021-12-31-21,233.9,14,595,2.9,0,14.9,1
2021-12-31-22,249,14,596,1.4,0,14,1
2021-12-31-23,139,14,595,0.3,0,13,1
2022-01-01-00,136,15.1,595,0.6,0,12.5,1
2022-01-01-01,149.5,15.1,595,0,0,12.3,1
2022-01-01-02,137.9,15.1,595,0,0,12.8,1
2022-01-01-03,192,15.1,596,0.4,0,13.1,1
2022-01-01-04,192,15.1,596,0.8,0,13.3,1
2022-01-01-05,191.9,15.1,595,1.1,0,14.1,1
2022-01-01-06,332,15.1,596,2,0,14.9,1
2022-01-01-07,191.9,15.1,595,2.8,0.3,16.4,1
2022-01-01-08,137.9,15.1,595,3.7,0.8,17.5,1
2022-01-01-09,332.1,15.1,598,2.8,1,18.9,1
2022-01-01-10,378,15.1,598,3.6,1,21.5,1
2022-01-01-11,432.1,15.1,598,4.7,1,21.7,1
2022-01-01-12,191.9,15.1,598,4,1,23.2,1
2022-01-01-13,191.9,15.1,598,3.1,1,23.4,1
2022-01-01-14,191.6,15.1,598,2.6,1,23.7,1
2022-01-01-15,192,15.1,598,4.8,1,21.5,1
2022-01-01-16,241.5,15.1,596,3.7,0.6,19.2,1
2022-01-01-17,80,15.1,595,4.6,0,17.8,1
2022-01-01-18,80,15.1,595,5.2,0,16.9,1
2022-01-01-19,80,15.1,595,4.1,0,16.3,1
2022-01-01-20,85.6,15.1,595,0,0,15.3,1
2022-01-01-21,80,15.1,595,2.4,0,15.2,1
2022-01-01-22,80,15.1,595,2.3,0,15,1
2022-01-01-23,136,15.1,595,1,0,14.5,1
2022-01-02-00,416.2,15.1,596,1.2,0,14.6,0
2022-01-02-01,298.8,15.1,596,1.8,0,13.4,0
2022-01-02-02,191.9,15.1,596,1,0,13.7,0
2022-01-02-03,279.9,15.1,595,0.7,0,13.4,0
2022-01-02-04,279.9,15.1,595,1.1,0,13.6,0
2022-01-02-05,279.9,15.1,595,0.8,0,12.9,0
2022-01-02-06,191.9,15.1,595,0.9,0,12.6,0
2022-01-02-07,192,15.1,595,1.1,0.5,15,0
2022-01-02-08,137.9,15.1,595,1.7,1,17.8,0
2022-01-02-09,137.9,15.1,595,3.4,1,21,0
2022-01-02-10,178.3,15.1,595,4.3,1,22.8,0
2022-01-02-11,155.6,15.1,595,5.2,1,23.5,0
2022-01-02-12,192,15.1,595,5.9,1,23.1,0
2022-01-02-13,146.3,15.1,595,5.6,1,22.8,0
2022-01-02-14,378,15.1,595,6.2,1,21.8,0
2022-01-02-15,378,15.1,595,5.8,1,20.4,0
2022-01-02-16,214.8,15.1,595,4.3,0.6,18.8,0
2022-01-02-17,80,15.1,595,4.1,0,17.5,0
2022-01-02-18,80,15.1,595,3.5,0,16.8,0
2022-01-02-19,80,15.1,595,1.7,0,16,0
2022-01-02-20,80,15.1,595,2.3,0,15.7,0
2022-01-02-21,80,15.1,595,0,0,14.6,0
2022-01-02-22,80,15.1,595,1.5,0,13.9,0
2022-01-02-23,80,15.1,595,1.3,0,14.4,0
2022-01-03-00,222.6,15.1,598,1.7,0,14.8,0
2022-01-03-01,270.7,15.1,598,1,0,14.7,0
2022-01-03-02,446.8,15.1,598,1.1,0,14.6,0
2022-01-03-03,206.6,15.1,598,1.8,0,14.5,0
2022-01-03-04,206.6,15.1,598,1.4,0,14.6,0
2022-01-03-05,206.7,15.1,598,1.8,0,14.1,0
2022-01-03-06,119.6,15.1,595,1.2,0,13.6,0
2022-01-03-07,37.8,15.1,595,1.9,0.5,15.6,0
2022-01-03-08,96.9,15.1,595,2.6,1,18,0
2022-01-03-09,49.7,15.1,595,2.8,1,20.3,0
2022-01-03-10,80,15.1,595,4.2,1,22.3,0
2022-01-03-11,32.8,15.1,595,5,1,22.7,0
2022-01-03-12,70,15.1,595,5.9,1,22.6,0
2022-01-03-13,30.6,15.1,598,4.8,1,23.2,0
2022-01-03-14,62.7,15.1,595,5.2,1,22.9,0
2022-01-03-15,80,15.1,595,4.2,1,21.4,0
2022-01-03-16,80,15.1,595,3.7,0.6,19.4,0
2022-01-03-17,80,15.1,595,3,0,18.2,0
2022-01-03-18,103.2,15.1,595,2.7,0,17.5,0
2022-01-03-19,90,15.1,595,2,0,16.7,0
2022-01-03-20,80,15.1,595,1.2,0,16,0
2022-01-03-21,80,15.1,595,1.4,0,15.2,0
2022-01-03-22,80,15.1,595,1.3,0,14.9,0
2022-01-03-23,80,15.1,595,1.7,0,14.8,0
2022-01-04-00,30.6,15.1,595,0.5,0,14.6,0
2022-01-04-01,30.6,15.1,595,0.8,0,14.3,0
2022-01-04-02,47.3,15.1,595,1.3,0,13.7,0
2022-01-04-03,116.7,15.1,595,0.9,0,13.7,0
2022-01-04-04,34.4,15.1,595,1.7,0,13.9,0
2022-01-04-05,35.2,15.1,595,1.4,0,14.3,0
2022-01-04-06,115.9,15.1,595,1,0,14.1,0
2022-01-04-07,30.6,15.1,595,1.4,0.2,15.7,0
2022-01-04-08,164.4,15.1,595,2,1,17.7,0
2022-01-04-09,18.2,15.1,595,1.8,1,20.1,0
2022-01-04-10,80,15.1,595,2.5,1,21.8,0
2022-01-04-11,10.8,15.1,595,3.4,1,23.2,0
2022-01-04-12,115.9,15.1,595,4.1,1,23.5,0
2022-01-04-13,80,15.1,595,4.7,1,23.6,0
2022-01-04-14,80,15.1,595,5.2,1,22.9,0
2022-01-04-15,91.5,15.1,595,4.8,1,21.9,0
2022-01-04-16,80,15.1,595,3.6,0.7,20.2,0
2022-01-04-17,80,15.1,595,3.2,0,18.9,0
2022-01-04-18,80,15.1,595,1.1,0,17.8,0
2022-01-04-19,80,15.1,595,1.8,0,16.8,0
2022-01-04-20,80,15.1,595,0.4,0,16.6,0
2022-01-04-21,80,15.1,595,1.1,0,16.5,0
2022-01-04-22,119.5,15.1,595,1.3,0,16.4,0
2022-01-04-23,80,15.1,595,0.7,0,15.9,0
2022-01-05-00,30.6,15.1,595,0.5,0,14.7,0
2022-01-05-01,202,15.1,595,0.5,0,15.3,0
2022-01-05-02,203.5,15.1,598,0.5,0,15.2,0
2022-01-05-03,201.9,15.1,598,0.7,0,15,0
2022-01-05-04,202,15.1,596,0,0,15.3,0
2022-01-05-05,201.9,15.1,595,0,0,15.2,0
2022-01-05-06,201.9,15.1,595,0,0,15.1,0
2022-01-05-07,10.8,15.1,595,0,0,16.4,0
2022-01-05-08,6.7,15.1,595,0,0.3,18.7,0
2022-01-05-09,6.7,15.1,595,2.6,0.8,19.5,0
2022-01-05-10,80,15.1,595,3.1,1,20.3,0
2022-01-05-11,80,15.1,595,4,1,19.6,0
2022-01-05-12,6.7,11.1,595,2.8,1,20.8,0
2022-01-05-13,110.6,11.1,595,4,1,22.6,0
2022-01-05-14,80,11.1,595,3.7,1,20.7,0
2022-01-05-15,80,15.1,595,3.5,0.9,20,0
2022-01-05-16,80,15.1,595,3.8,0,19.9,0
2022-01-05-17,80,15.1,595,3.5,0,18.7,0
2022-01-05-18,80,15.1,595,2.5,0,18.7,0
2022-01-05-19,80,15.1,595,1.2,0,18.5,0
2022-01-05-20,80,15.1,595,0.7,0,17.7,0
2022-01-05-21,80,15.1,595,1.3,0,18,0
2022-01-05-22,91.5,15.1,595,2.8,0,19.5,0
2022-01-05-23,91.5,15.1,595,1.2,0,19.1,0
2022-01-06-00,27,14,595,1.4,0,19.1,0
2022-01-06-01,28.5,14,595,2.6,0,18.5,0
2022-01-06-02,41.8,14,595,2.4,0,18.4,0
2022-01-06-03,27,14,595,1.7,0,18,0
2022-01-06-04,47.4,14,595,2.2,0,17.4,0
2022-01-06-05,31.7,14,595,3.3,0,17.9,0
2022-01-06-06,31.7,14,595,3.7,0,17.8,0
2022-01-06-07,37.8,14,595,4.4,0.6,18,0
2022-01-06-08,80,14,595,3.8,1,19.5,0
2022-01-06-09,80,14,595,5.6,1,19.7,0
2022-01-06-10,6.7,14,595,4.6,1,20.8,0
2022-01-06-11,80,14,595,6.3,1,21.1,0
2022-01-06-12,44.5,14,595,5.1,1,22.1,0
2022-01-06-13,80,14,595,4.7,1,20.3,0
2022-01-06-14,19.3,14,595,5.8,1,18.7,0
2022-01-06-15,80,14,595,6.8,0.3,17,0
2022-01-06-16,80,14,595,3.3,0,16.7,0
2022-01-06-17,80,14,595,2.7,0,16.6,0
2022-01-06-18,80,14,595,4,0,16.3,0
2022-01-06-19,80,14,595,4,0,16,0
2022-01-06-20,80,14,595,4.1,0,15.1,0
2022-01-06-21,92.6,14,595,3.1,0,15.4,0
2022-01-06-22,80,14,595,2.1,0,15,0
2022-01-06-23,10.8,14,595,2.4,0,14.6,0
2022-01-07-00,31.7,14,595,2,0,14.6,0
2022-01-07-01,31.7,14,595,2.3,0,14.4,0
2022-01-07-02,119.8,14,598,3.6,0,14.2,0
2022-01-07-03,139.2,14,595,1.5,0,14.4,0
2022-01-07-04,207.7,14,598,2.1,0,14.7,0
2022-01-07-05,207.7,14,598,2.1,0,14.3,0
2022-01-07-06,119.7,14,595,2.5,0,14.4,0
2022-01-07-07,31.7,14,595,2.7,0,15,0
2022-01-07-08,32.7,14,595,4.2,0.5,15.6,0
2022-01-07-09,32.7,14,595,4.1,1,16.8,0
2022-01-07-10,80,14,595,3.2,1,17.9,0
2022-01-07-11,80,14,595,4.6,0.8,18.4,0
2022-01-07-12,48.7,14,595,3.4,1,20.2,0
2022-01-07-13,35.7,14,595,4.7,1,19.8,0
2022-01-07-14,45.7,14,595,4.2,1,19.8,0
2022-01-07-15,80,14,595,4,1,19.6,0
2022-01-07-16,80,14,595,2.7,0,18.8,0
2022-01-07-17,80,14,595,3.2,0,17.6,0
2022-01-07-18,80,14,595,2.8,0,16.8,0
2022-01-07-19,80,14,595,2.7,0,16,0
2022-01-07-20,80,14,595,3.9,0,16,0
2022-01-07-21,80,14,595,4,0,15.9,0
2022-01-07-22,80,14,595,1.3,0,15.8,0
2022-01-07-23,32.7,14,595,2.4,0,15.5,0
2022-01-08-00,185.9,14,595,2.5,0,15.5,0
2022-01-08-01,362.9,14,597,1.2,0,14.6,0
2022-01-08-02,462.9,14,597,2.5,0,14.6,0
2022-01-08-03,382.8,14,597,1.6,0,14.5,0
2022-01-08-04,422.8,14,597,2.1,0,13.5,0
2022-01-08-05,422.8,14,597,2.8,0,14.1,0
2022-01-08-06,294.8,14,597,2.1,0,14,0
2022-01-08-07,298.1,14,597,2.2,0.4,15.2,0
2022-01-08-08,267.5,14,596,3.1,1,16.8,0
2022-01-08-09,368.3,14,597,2.9,1,18.7,0
2022-01-08-10,368.3,14,597,4.4,1,20.4,0
2022-01-08-11,305.3,14,597,4.7,1,21.3,0
2022-01-08-12,342.9,14,597,4.9,1,22,0
2022-01-08-13,343,14,597,5.8,1,21.7,0
2022-01-08-14,342.9,14,597,4.9,1,21.4,0
2022-01-08-15,432.9,14,597,5.3,1,20.2,0
2022-01-08-16,125.9,14,595,4.2,0.7,18.7,0
2022-01-08-17,80,14,595,2.9,0,17.4,0
2022-01-08-18,139.1,14,595,3,0,16.7,0
2022-01-08-19,80,14,595,2.5,0,15.7,0
2022-01-08-20,80,14,595,1.9,0,15,0
2022-01-08-21,165.9,14,595,2,0,15.3,0
2022-01-08-22,80,14,595,2.4,0,14.8,0
2022-01-08-23,436.2,14,597,2.5,0,14.8,0
2022-01-09-00,216.8,14,595,1.3,0,14.8,0
2022-01-09-01,301.4,14,596,2,0,14.9,0
2022-01-09-02,381.4,14,596,1.8,0,14.9,0
2022-01-09-03,378.1,14,596,0.7,0,15,0
2022-01-09-04,378,14,596,1.4,0,14.8,0
2022-01-09-05,408.1,14,596,1.5,0,14.5,0
2022-01-09-06,381.3,14,596,0.9,0,14.9,0
2022-01-09-07,408.1,14,598,1.9,0.4,16.2,0
2022-01-09-08,408.1,14,598,2.4,1,17.8,0
2022-01-09-09,408.2,14,598,2.7,1,19.7,0
2022-01-09-10,408.2,14,598,3.6,1,20.9,0
2022-01-09-11,408.1,14,598,4.5,1,21.8,0
2022-01-09-12,408.2,14,598,5.2,1,22.4,0
2022-01-09-13,408.2,14,598,5.9,1,22.1,0
2022-01-09-14,408.2,14,598,6,1,21,0
2022-01-09-15,378.1,14,596,6.8,1,19.6,0
2022-01-09-16,378.1,14,596,4.8,0.7,18.6,0
2022-01-09-17,398.2,14,596,4.4,0,17.6,0
2022-01-09-18,80,14,595,2.9,0,17.3,0
2022-01-09-19,109.1,14,595,2.4,0,16.6,0
2022-01-09-20,80,14,595,3.2,0,16.5,0
2022-01-09-21,93.3,14,595,1.4,0,15.7,0
2022-01-09-22,80,14,595,1.6,0,15.1,0
2022-01-09-23,301.4,14,596,1.3,0,15,0
2022-01-10-00,302.8,14,596,2,0,15,0
2022-01-10-01,382.8,14,596,1.4,0,15,0
2022-01-10-02,382.8,14,596,1,0,14.5,0
2022-01-10-03,382.7,14,596,0.9,0,14.1,0
